"","Qty","Taxon","Plant.Type","Date.Planted","year_planted","month_planted","Survey.Year","Native","Non.native","Invasive"
"435",72,"Saururus cernuus","Herb",2012-09-21,2012,9,"2011","y","n","n"
"437",25,"Rudbeckia laciniata","Herb",2012-09-21,2012,9,"2016","y","n","n"
"438",17,"Saururus cernuus","Herb",2012-09-28,2012,9,"2011","y","n","n"
"445",32,"Onoclea sensibilis","Herb",2012-09-28,2012,9,"2016","y","n","n"
"452",11,"Iris versicolor","Herb",2012-10-01,2012,10,"2016","y","n","n"
"461",32,"Onoclea sensibilis","Herb",2012-10-03,2012,10,"2016","y","n","n"
"468",63,"Onoclea sensibilis","Herb",2012-10-09,2012,10,"2016","y","n","n"
"470",8,"Solidago caesia","Herb",2012-10-09,2012,10,"2016","y","n","n"
"471",25,"Iris versicolor","Herb",2012-10-09,2012,10,"2016","y","n","n"
"473",5,"Viburnum prunifolium","Shrub",2012-10-09,2012,10,"2016","y","n","n"
"474",17,"Staphylea trifolia","Shrub",2012-10-09,2012,10,"2016","y","n","n"
"475",4,"Lindera benzoin","Shrub",2012-10-09,2012,10,"2016","y","n","n"
"476",4,"Ostrya virginiana","Tree",2012-10-09,2012,10,"2016","y","n","n"
"479",19,"Sambucus canadensis","Shrub",2012-10-16,2012,10,"2016","y","n","n"
"480",9,"Onoclea sensibilis","Herb",2012-10-16,2012,10,"2016","y","n","n"
"484",1,"Viburnum dentatum","Shrub",2012-10-16,2012,10,"2016","y","n","n"
"486",22,"Solidago caesia","Herb",2012-10-16,2012,10,"2016","y","n","n"
"489",6,"Viburnum prunifolium","Shrub",2012-10-16,2012,10,"2016","y","n","n"
"490",5,"Nyssa sylvatica","Tree",2012-10-16,2012,10,"2016","y","n","n"
"491",2,"Liriodendron tulipifera","Tree",2012-10-16,2012,10,"2016","y","n","n"
"494",1,"Cornus florida","Tree",2012-10-16,2012,10,"2016","y","n","n"
"495",12,"Geranium maculatum","Herb",2012-10-16,2012,10,"2016","y","n","n"
"496",13,"Onoclea sensibilis","Herb",2012-10-17,2012,10,"2016","y","n","n"
"501",16,"Solidago caesia","Herb",2012-10-17,2012,10,"2016","y","n","n"
"502",2,"Viburnum prunifolium","Shrub",2012-10-17,2012,10,"2016","y","n","n"
"503",1,"Nyssa sylvatica","Tree",2012-10-17,2012,10,"2016","y","n","n"
"504",1,"Cornus florida","Tree",2012-10-17,2012,10,"2016","y","n","n"
"505",4,"Geranium maculatum","Herb",2012-10-17,2012,10,"2016","y","n","n"
"507",3,"Clethra alnifolia","Shrub",2012-10-17,2012,10,"2016","y","n","n"
"510",15,"Liquidambar styraciflua","Tree",2012-10-18,2012,10,"2016","y","n","n"
"511",3,"Cornus florida","Tree",2012-10-22,2012,10,"2016","y","n","n"
"512",3,"Cornus alternifolia","Tree",2012-10-22,2012,10,"2016","y","n","n"
"514",1,"Viburnum dentatum","Shrub",2012-10-22,2012,10,"2016","y","n","n"
"517",1,"Liquidambar styraciflua","Tree",2012-10-22,2012,10,"2016","y","n","n"
"519",62,"Saururus cernuus","Herb",2012-10-22,2012,10,"2011","y","n","n"
"521",2,"Carpinus caroliniana","Tree",2012-10-22,2012,10,"2016","y","n","n"
"522",5,"Clethra alnifolia","Shrub",2012-10-22,2012,10,"2016","y","n","n"
"523",5,"Sambucus canadensis","Shrub",2012-10-22,2012,10,"2016","y","n","n"
"525",1,"Cornus alternifolia","Tree",2012-10-23,2012,10,"2016","y","n","n"
"529",1,"Clethra alnifolia","Shrub",2012-10-23,2012,10,"2016","y","n","n"
"530",2,"Sambucus canadensis","Shrub",2012-10-23,2012,10,"2016","y","n","n"
"533",5,"Cornus florida","Tree",2012-10-24,2012,10,"2016","y","n","n"
"534",5,"Cornus alternifolia","Tree",2012-10-24,2012,10,"2016","y","n","n"
"537",3,"Liquidambar styraciflua","Tree",2012-10-24,2012,10,"2016","y","n","n"
"539",1,"Carpinus caroliniana","Tree",2012-10-24,2012,10,"2016","y","n","n"
"540",3,"Clethra alnifolia","Shrub",2012-10-24,2012,10,"2016","y","n","n"
"541",10,"Sambucus canadensis","Shrub",2012-10-24,2012,10,"2016","y","n","n"
"544",27,"Solidago caesia","Herb",2012-10-25,2012,10,"2016","y","n","n"
"547",22,"Saururus cernuus","Herb",2012-10-25,2012,10,"2011","y","n","n"
"552",3,"Solidago caesia","Herb",2012-10-26,2012,10,"2016","y","n","n"
"555",153,"Saururus cernuus","Herb",2012-10-26,2012,10,"2011","y","n","n"
"556",1,"Carpinus caroliniana","Tree",2012-10-26,2012,10,"2016","y","n","n"
"557",4,"Clethra alnifolia","Shrub",2012-10-26,2012,10,"2016","y","n","n"
"560",19,"Onoclea sensibilis","Herb",2012-10-23,2012,10,"2016","y","n","n"
"561",32,"Iris versicolor","Herb",2012-10-23,2012,10,"2016","y","n","n"
"563",10,"Solidago odora","Herb",2012-10-23,2012,10,"2016","y","n","n"
"567",10,"Iris versicolor","Herb",2012-10-24,2012,10,"2016","y","n","n"
"571",5,"Viburnum prunifolium","Shrub",2012-10-24,2012,10,"2016","y","n","n"
"573",12,"Iris versicolor","Herb",2012-10-25,2012,10,"2016","y","n","n"
"574",13,"Solidago caesia","Herb",2012-10-25,2012,10,"2016","y","n","n"
"581",11,"Solidago odora","Herb",2012-10-26,2012,10,"2016","y","n","n"
"583",1,"Viburnum prunifolium","Shrub",2012-10-26,2012,10,"2016","y","n","n"
"585",19,"Aralia racemosa","Herb",2012-10-26,2012,10,"2016","y","n","n"
"586",6,"Aralia racemosa","Herb",2012-10-26,2012,10,"2016","y","n","n"
"588",64,"Dryopteris marginalis","Herb",2012-11-04,2012,11,"2016","y","n","n"
"597",20,"Solidago canadensis","Herb",2012-11-04,2012,11,"2016","y","n","n"
"600",6,"Liquidambar styraciflua","Tree",2013-05-02,2013,5,"2016","y","n","n"
"601",7,"Cornus florida","Tree",2013-05-02,2013,5,"2016","y","n","n"
"603",40,"Iris versicolor","Herb",2013-05-02,2013,5,"2016","y","n","n"
"604",17,"Carex plantaginea","Herb",2013-05-02,2013,5,"2016","y","n","n"
"605",3,"Carex debilis","Herb",2013-05-02,2013,5,"2016","y","n","n"
"607",23,"Liquidambar styraciflua","Tree",2013-05-03,2013,5,"2016","y","n","n"
"608",2,"Liquidambar styraciflua","Tree",2013-05-07,2013,5,"2016","y","n","n"
"609",3,"Cornus florida","Tree",2013-05-07,2013,5,"2016","y","n","n"
"611",92,"Iris versicolor","Herb",2013-05-07,2013,5,"2016","y","n","n"
"612",54,"Carex plantaginea","Herb",2013-05-07,2013,5,"2016","y","n","n"
"613",5,"Solidago odora","Herb",2013-05-07,2013,5,"2016","y","n","n"
"615",172,"Carex platyphylla","Herb",2013-05-07,2013,5,"2016","y","n","n"
"620",10,"Viburnum acerifolium","Shrub",2013-05-07,2013,5,"2016","y","n","n"
"621",11,"Liquidambar styraciflua","Tree",2013-05-10,2013,5,"2016","y","n","n"
"622",3,"Liquidambar styraciflua","Tree",2013-05-13,2013,5,"2016","y","n","n"
"624",10,"Solidago odora","Herb",2013-05-13,2013,5,"2016","y","n","n"
"625",80,"Carex platyphylla","Herb",2013-05-13,2013,5,"2016","y","n","n"
"627",14,"Viburnum acerifolium","Shrub",2013-05-13,2013,5,"2016","y","n","n"
"629",15,"Solidago caesia","Herb",2013-05-15,2013,5,"2016","y","n","n"
"630",15,"Aralia racemosa","Herb",2013-05-15,2013,5,"2016","y","n","n"
"631",2,"Betula lenta","Tree",2013-05-15,2013,5,"2016","y","n","n"
"632",25,"Solidago rugosa","Herb",2013-05-15,2013,5,"2016","y","n","n"
"633",13,"Solidago canadensis","Herb",2013-05-15,2013,5,"2016","y","n","n"
"634",2,"Liquidambar styraciflua","Tree",2013-05-15,2013,5,"2016","y","n","n"
"635",1,"Cornus florida","Tree",2013-05-15,2013,5,"2016","y","n","n"
"636",1,"Carpinus caroliniana","Tree",2013-05-15,2013,5,"2016","y","n","n"
"637",2,"Quercus alba","Tree",2013-05-15,2013,5,"2016","y","n","n"
"638",7,"Quercus rubra","Tree",2013-05-15,2013,5,"2016","y","n","n"
"640",15,"Acer saccharinum","Tree",2013-05-28,2013,5,"2016","y","n","n"
"641",2,"Sambucus canadensis","Shrub",2013-05-28,2013,5,"2016","y","n","n"
"642",25,"Acer saccharinum","Tree",2013-05-29,2013,5,"2016","y","n","n"
"643",4,"Sambucus canadensis","Shrub",2013-05-29,2013,5,"2016","y","n","n"
"644",13,"Staphylea trifolia","Shrub",2013-05-29,2013,5,"2016","y","n","n"
